Feature,Importance
item1_Warden's Mail,0.0
item1_Watchful Wardstone,0.0
item1_Winged Moonplate,0.0
item1_Winter's Approach,0.0
item1_Wit's End,0.0
item1_World Atlas,0.0
item1_Youmuu's Ghostblade,0.0
item1_Yun Tal Wildarrows,0.0
item1_Zaz'Zak's Realmspike,0.0
item1_Zeal,0.0
item1_Zeke's Convergence,0.0
item1_Zhonya's Hourglass,0.0
item2_0,0.0
item2_Abyssal Mask,0.0
item2_Aegis of the Legion,0.0
item2_Aether Wisp,0.0
item2_Amplifying Tome,0.0
item2_Archangel's Staff,0.0
item2_Ardent Censer,0.0
item2_Armored Advance,0.0
item2_Axiom Arc,0.0
item2_B. F. Sword,0.0
item2_Bami's Cinder,0.0
item2_Bandleglass Mirror,0.0
item2_Banshee's Veil,0.0
item2_Berserker's Greaves,0.0
item2_Black Cleaver,0.0
item2_Blackfire Torch,0.0
item2_Blade of The Ruined King,0.0
item2_Blasting Wand,0.0
item2_Blighting Jewel,0.0
item2_Bloodletter's Curse,0.0
item2_Bloodsong,0.0
item2_Bloodthirster,0.0
item2_Boots,0.0
item2_Boots of Swiftness,0.0
item2_Bramble Vest,0.0
item2_Catalyst of Aeons,0.0
item2_Caulfield's Warhammer,0.0
item2_Celestial Opposition,0.0
item2_Chain Vest,0.0
item2_Chainlaced Crushers,0.0
item2_Chempunk Chainsword,0.0
item2_Cloak of Agility,0.0
item2_Cloth Armor,0.0
item2_Control Ward,0.0
item2_Cosmic Drive,0.0
item2_Crimson Lucidity,0.0
item2_Cryptbloom,0.0
item2_Crystalline Bracer,0.0
item2_Cull,0.0
item2_Dagger,0.0
item2_Dark Seal,0.0
item2_Dawncore,0.0
item2_Dead Man's Plate,0.0
item2_Death's Dance,0.0
item2_Doran's Blade,0.0
item2_Doran's Ring,0.0
item2_Doran's Shield,0.0
item2_Dream Maker,0.0
item2_Echoes of Helia,0.0
item2_Eclipse,0.0
item2_Edge of Night,0.0
item2_Elixir of Force,0.0
item2_Essence Reaver,0.0
item2_Executioner's Calling,0.0
item2_Experimental Hexplate,0.0
item2_Faerie Charm,0.0
item2_Fated Ashes,0.0
item2_Fiendish Codex,0.0
item2_Fimbulwinter,0.0
item2_Forbidden Idol,0.0
item2_Force of Nature,0.0
item2_Forever Forward,0.0
item2_Frozen Heart,0.0
item2_Giant's Belt,0.0
item2_Glacial Buckler,0.0
item2_Glowing Mote,0.0
item2_Guinsoo's Rageblade,0.0
item2_Gunmetal Greaves,0.0
item2_Gustwalker Hatchling,0.0
item2_Haunting Guise,0.0
item2_Hearthbound Axe,0.0
item2_Heartsteel,0.0
item2_Hexdrinker,0.0
item2_Hextech Alternator,0.0
item2_Hextech Rocketbelt,0.0
item2_Hollow Radiance,0.0
item2_Horizon Focus,0.0
item2_Hubris,0.0
item2_Hullbreaker,0.0
item2_Immortal Shieldbow,0.0
item2_Imperial Mandate,0.0
item2_Infinity Edge,0.0
item2_Ionian Boots of Lucidity,0.0
"item2_Jak'Sho, The Protean",0.0
item2_Kaenic Rookern,0.0
item2_Kindlegem,0.0
item2_Knight's Vow,0.0
item2_Kraken Slayer,0.0
item2_Last Whisper,0.0
item2_Liandry's Torment,0.0
item2_Lich Bane,0.0
item2_Locket of the Iron Solari,0.0
item2_Long Sword,0.0
item2_Lord Dominik's Regards,0.0
item2_Lost Chapter,0.0
item2_Luden's Companion,0.0
item2_Malignance,0.0
item2_Manamune,0.0
item2_Maw of Malmortius,0.0
item2_Mejai's Soulstealer,0.0
item2_Mercurial Scimitar,0.0
item2_Mercury's Treads,0.0
item2_Moonstone Renewer,0.0
item2_Mortal Reminder,0.0
item2_Muramana,0.0
item2_Nashor's Tooth,0.0
item2_Navori Flickerblade,0.0
item2_Needlessly Large Rod,0.0
item2_Negatron Cloak,0.0
item2_Noonquiver,0.0
item2_Null-Magic Mantle,0.0
item2_Oblivion Orb,0.0
item2_Opportunity,0.0
item2_Phage,0.0
item2_Phantom Dancer,0.0
item2_Pickaxe,0.0
item2_Plated Steelcaps,0.0
item2_Profane Hydra,0.0
item2_Quicksilver Sash,0.0
item2_Rabadon's Deathcap,0.0
item2_Randuin's Omen,0.0
item2_Rapid Firecannon,0.0
item2_Ravenous Hydra,0.0
item2_Rectrix,0.0
item2_Recurve Bow,0.0
item2_Redemption,0.0
item2_Refillable Potion,0.0
item2_Rejuvenation Bead,0.0
item2_Riftmaker,0.0
item2_Rod of Ages,0.0
item2_Ruby Crystal,0.0
item2_Runaan's Hurricane,0.0
item2_Runic Compass,0.0
item2_Rylai's Crystal Scepter,0.0
item2_Sapphire Crystal,0.0
item2_Scorchclaw Pup,0.0
item2_Scout's Slingshot,0.0
item2_Seeker's Armguard,0.0
item2_Seraph's Embrace,0.0
item2_Serpent's Fang,0.0
item2_Serrated Dirk,0.0
item2_Serylda's Grudge,0.0
item2_Shattered Armguard,0.0
item2_Sheen,0.0
item2_Shurelya's Battlesong,0.0
item2_Slightly Magical Footwear,0.0
item2_Solstice Sleigh,0.0
item2_Sorcerer's Shoes,0.0
item2_Spear of Shojin,0.0
item2_Spectre's Cowl,0.0
item2_Spellslinger's Shoes,0.0
item2_Spirit Visage,0.0
item2_Staff of Flowing Water,0.0
item2_Statikk Shiv,0.0
item2_Steel Sigil,0.0
item2_Sterak's Gage,0.0
item2_Stormsurge,0.0
item2_Stridebreaker,0.0
item2_Sundered Sky,0.0
item2_Sunfire Aegis,0.0
item2_Swiftmarch,0.0
item2_Symbiotic Soles,0.0
item2_Synchronized Souls,0.0
item2_Tear of the Goddess,0.0
item2_Terminus,0.0
item2_The Brutalizer,0.0
item2_The Collector,0.0
item2_Thornmail,0.0
item2_Tiamat,0.0
item2_Titanic Hydra,0.0
item2_Trailblazer,0.0
item2_Trinity Force,0.0
item2_Tunneler,0.0
item2_Umbral Glaive,0.0
item2_Unending Despair,0.0
item2_Vampiric Scepter,0.0
item2_Verdant Barrier,0.0
item2_Vigilant Wardstone,0.0
item2_Void Staff,0.0
item2_Voltaic Cyclosword,0.0
item2_Warden's Mail,0.0
item2_Warmog's Armor,0.0
item2_Winged Moonplate,0.0
item2_Winter's Approach,0.0
item2_Wit's End,0.0
item2_Youmuu's Ghostblade,0.0
item2_Yun Tal Wildarrows,0.0
item2_Zaz'Zak's Realmspike,0.0
item2_Zeal,0.0
item2_Zeke's Convergence,0.0
item2_Zhonya's Hourglass,0.0
item3_0,0.0
item3_Abyssal Mask,0.0
item3_Aegis of the Legion,0.0
item3_Amplifying Tome,0.0
item3_Archangel's Staff,0.0
item3_Ardent Censer,0.0
item3_Armored Advance,0.0
item3_Axiom Arc,0.0
item3_B. F. Sword,0.0
item3_Bami's Cinder,0.0
item3_Bandleglass Mirror,0.0
item3_Banshee's Veil,0.0
item3_Berserker's Greaves,0.0
item3_Black Cleaver,0.0
item3_Blackfire Torch,0.0
item3_Blade of The Ruined King,0.0
item3_Blasting Wand,0.0
item3_Blighting Jewel,0.0
item3_Bloodletter's Curse,0.0
item3_Bloodsong,0.0
item3_Bloodthirster,0.0
item3_Boots,0.0
item3_Boots of Swiftness,0.0
item3_Bramble Vest,0.0
item3_Caulfield's Warhammer,0.0
item3_Celestial Opposition,0.0
item3_Chain Vest,0.0
item3_Chainlaced Crushers,0.0
item3_Chempunk Chainsword,0.0
item3_Cloak of Agility,0.0
item3_Cloth Armor,0.0
item3_Control Ward,0.0
item3_Cosmic Drive,0.0
item3_Crimson Lucidity,0.0
item3_Cryptbloom,0.0
item3_Cull,0.0
item3_Dagger,0.0
item3_Dark Seal,0.0
item3_Dawncore,0.0
item3_Dead Man's Plate,0.0
item3_Doran's Blade,0.0
item3_Doran's Ring,0.0
item3_Doran's Shield,0.0
item3_Dream Maker,0.0
item3_Echoes of Helia,0.0
item3_Eclipse,0.0
item3_Edge of Night,0.0
item3_Essence Reaver,0.0
item3_Executioner's Calling,0.0
item3_Experimental Hexplate,0.0
item3_Faerie Charm,0.0
item3_Fated Ashes,0.0
item3_Fiendish Codex,0.0
item3_Fimbulwinter,0.0
item3_Forbidden Idol,0.0
item3_Force of Nature,0.0
item3_Forever Forward,0.0
item3_Frozen Heart,0.0
item3_Giant's Belt,0.0
item3_Glacial Buckler,0.0
item3_Glowing Mote,0.0
item3_Guardian Angel,0.0
item3_Guinsoo's Rageblade,0.0
item3_Gunmetal Greaves,0.0
item3_Gustwalker Hatchling,0.0
item3_Haunting Guise,0.0
item3_Health Potion,0.0
item3_Hearthbound Axe,0.0
item3_Heartsteel,0.0
item3_Hexdrinker,0.0
item3_Hextech Alternator,0.0
item3_Hollow Radiance,0.0
item3_Horizon Focus,0.0
item3_Hubris,0.0
item3_Hullbreaker,0.0
item3_Iceborn Gauntlet,0.0
item3_Immortal Shieldbow,0.0
item3_Imperial Mandate,0.0
item3_Infinity Edge,0.0
item3_Ionian Boots of Lucidity,0.0
"item3_Jak'Sho, The Protean",0.0
item3_Kaenic Rookern,0.0
item3_Kindlegem,0.0
item3_Knight's Vow,0.0
item3_Kraken Slayer,0.0
item3_Last Whisper,0.0
item3_Liandry's Torment,0.0
item3_Lich Bane,0.0
item3_Locket of the Iron Solari,0.0
item3_Lord Dominik's Regards,0.0
item3_Lost Chapter,0.0
item3_Luden's Companion,0.0
item3_Malignance,0.0
item3_Manamune,0.0
item3_Maw of Malmortius,0.0
item3_Mejai's Soulstealer,0.0
item3_Mercurial Scimitar,0.0
item3_Mercury's Treads,0.0
item3_Mikael's Blessing,0.0
item3_Moonstone Renewer,0.0
item3_Morellonomicon,0.0
item3_Mortal Reminder,0.0
item3_Muramana,0.0
item3_Nashor's Tooth,0.0
item3_Navori Flickerblade,0.0
item3_Needlessly Large Rod,0.0
item3_Negatron Cloak,0.0
item3_Noonquiver,0.0
item3_Null-Magic Mantle,0.0
item3_Oblivion Orb,0.0
item3_Opportunity,0.0
item3_Overlord's Bloodmail,0.0
item3_Phage,0.0
item3_Phantom Dancer,0.0
item3_Pickaxe,0.0
item3_Plated Steelcaps,0.0
item3_Quicksilver Sash,0.0
item3_Rabadon's Deathcap,0.0
item3_Randuin's Omen,0.0
item3_Rapid Firecannon,0.0
item3_Rectrix,0.0
item3_Recurve Bow,0.0
item3_Redemption,0.0
item3_Refillable Potion,0.0
item3_Riftmaker,0.0
item3_Rod of Ages,0.0
item3_Ruby Crystal,0.0
item3_Runaan's Hurricane,0.0
item3_Rylai's Crystal Scepter,0.0
item3_Sapphire Crystal,0.0
item3_Scorchclaw Pup,0.0
item3_Scout's Slingshot,0.0
item3_Seeker's Armguard,0.0
item3_Seraph's Embrace,0.0
item3_Serpent's Fang,0.0
item3_Serrated Dirk,0.0
item3_Serylda's Grudge,0.0
item3_Shadowflame,0.0
item3_Shattered Armguard,0.0
item3_Sheen,0.0
item3_Shurelya's Battlesong,0.0
item3_Slightly Magical Footwear,0.0
item3_Solstice Sleigh,0.0
item3_Sorcerer's Shoes,0.0
item3_Spear of Shojin,0.0
item3_Spectre's Cowl,0.0
item3_Spellslinger's Shoes,0.0
item3_Spirit Visage,0.0
item3_Staff of Flowing Water,0.0
item3_Steel Sigil,0.0
item3_Sterak's Gage,0.0
item3_Stormsurge,0.0
item3_Sundered Sky,0.0
item3_Sunfire Aegis,0.0
item3_Symbiotic Soles,0.0
item3_Synchronized Souls,0.0
item3_Tear of the Goddess,0.0
item3_Terminus,0.0
item3_The Brutalizer,0.0
item3_The Collector,0.0
item3_Thornmail,0.0
item3_Tiamat,0.0
item3_Total Biscuit of Everlasting Will,0.0
item3_Trailblazer,0.0
item3_Trinity Force,0.0
item3_Tunneler,0.0
item3_Umbral Glaive,0.0
item3_Unending Despair,0.0
item3_Vampiric Scepter,0.0
item3_Verdant Barrier,0.0
item3_Void Staff,0.0
item3_Voltaic Cyclosword,0.0
item3_Warden's Mail,0.0
item3_Warmog's Armor,0.0
item3_Watchful Wardstone,0.0
item3_Winged Moonplate,0.0
item3_Wit's End,0.0
item3_World Atlas,0.0
item3_Youmuu's Ghostblade,0.0
item3_Yun Tal Wildarrows,0.0
item3_Zaz'Zak's Realmspike,0.0
item3_Zeal,0.0
item3_Zeke's Convergence,0.0
item3_Zhonya's Hourglass,0.0
item4_0,0.0
item4_Abyssal Mask,0.0
item4_Aegis of the Legion,0.0
item4_Aether Wisp,0.0
item4_Amplifying Tome,0.0
item4_Archangel's Staff,0.0
item4_Ardent Censer,0.0
item4_Armored Advance,0.0
item4_Axiom Arc,0.0
item4_B. F. Sword,0.0
item4_Bami's Cinder,0.0
item4_Bandleglass Mirror,0.0
item4_Banshee's Veil,0.0
item4_Berserker's Greaves,0.0
item4_Black Cleaver,0.0
item4_Blackfire Torch,0.0
item4_Blade of The Ruined King,0.0
item4_Blasting Wand,0.0
item4_Blighting Jewel,0.0
item4_Bloodletter's Curse,0.0
item4_Bloodsong,0.0
item4_Bloodthirster,0.0
item4_Boots,0.0
item4_Boots of Swiftness,0.0
item4_Bramble Vest,0.0
item4_Catalyst of Aeons,0.0
item4_Caulfield's Warhammer,0.0
item4_Chain Vest,0.0
item4_Chainlaced Crushers,0.0
item4_Chempunk Chainsword,0.0
item4_Cloak of Agility,0.0
item4_Cloth Armor,0.0
item4_Control Ward,0.0
item4_Cosmic Drive,0.0
item4_Crimson Lucidity,0.0
item4_Cryptbloom,0.0
item4_Crystalline Bracer,0.0
item4_Cull,0.0
item4_Dagger,0.0
item4_Dark Seal,0.0
item4_Dawncore,0.0
item4_Dead Man's Plate,0.0
item4_Death's Dance,0.0
item4_Doran's Blade,0.0
item4_Doran's Ring,0.0
item4_Doran's Shield,0.0
item4_Dream Maker,0.0
item4_Echoes of Helia,0.0
item4_Eclipse,0.0
item4_Edge of Night,0.0
item4_Elixir of Sorcery,0.0
item4_Essence Reaver,0.0
item4_Executioner's Calling,0.0
item4_Faerie Charm,0.0
item4_Fated Ashes,0.0
item4_Fiendish Codex,0.0
item4_Fimbulwinter,0.0
item4_Forbidden Idol,0.0
item4_Force of Nature,0.0
item4_Forever Forward,0.0
item4_Frozen Heart,0.0
item4_Giant's Belt,0.0
item4_Glacial Buckler,0.0
item4_Glowing Mote,0.0
item4_Guardian Angel,0.0
item4_Guinsoo's Rageblade,0.0
item4_Gunmetal Greaves,0.0
item4_Gustwalker Hatchling,0.0
item4_Haunting Guise,0.0
item4_Health Potion,0.0
item4_Hearthbound Axe,0.0
item4_Hexdrinker,0.0
item4_Hextech Alternator,0.0
item4_Hollow Radiance,0.0
item4_Horizon Focus,0.0
item4_Hubris,0.0
item4_Hullbreaker,0.0
item4_Iceborn Gauntlet,0.0
item4_Immortal Shieldbow,0.0
item4_Imperial Mandate,0.0
item4_Infinity Edge,0.0
item4_Ionian Boots of Lucidity,0.0
"item4_Jak'Sho, The Protean",0.0
item4_Kaenic Rookern,0.0
item4_Kindlegem,0.0
item4_Knight's Vow,0.0
item4_Kraken Slayer,0.0
item4_Last Whisper,0.0
item4_Liandry's Torment,0.0
item4_Lich Bane,0.0
item4_Long Sword,0.0
item4_Lord Dominik's Regards,0.0
item4_Lost Chapter,0.0
item4_Luden's Companion,0.0
item4_Malignance,0.0
item4_Manamune,0.0
item4_Maw of Malmortius,0.0
item4_Mejai's Soulstealer,0.0
item4_Mercury's Treads,0.0
item4_Mikael's Blessing,0.0
item4_Moonstone Renewer,0.0
item4_Morellonomicon,0.0
item4_Mortal Reminder,0.0
item4_Mosstomper Seedling,0.0
item4_Muramana,0.0
item4_Nashor's Tooth,0.0
item4_Navori Flickerblade,0.0
item4_Needlessly Large Rod,0.0
item4_Negatron Cloak,0.0
item4_Noonquiver,0.0
item4_Null-Magic Mantle,0.0
item4_Oblivion Orb,0.0
item4_Opportunity,0.0
item4_Overlord's Bloodmail,0.0
item4_Phage,0.0
item4_Phantom Dancer,0.0
item4_Pickaxe,0.0
item4_Plated Steelcaps,0.0
item4_Quicksilver Sash,0.0
item4_Rabadon's Deathcap,0.0
item4_Randuin's Omen,0.0
item4_Rapid Firecannon,0.0
item4_Ravenous Hydra,0.0
item4_Recurve Bow,0.0
item4_Redemption,0.0
item4_Refillable Potion,0.0
item4_Rejuvenation Bead,0.0
item4_Riftmaker,0.0
item4_Rod of Ages,0.0
item4_Ruby Crystal,0.0
item4_Runaan's Hurricane,0.0
item4_Rylai's Crystal Scepter,0.0
item4_Sapphire Crystal,0.0
item4_Scout's Slingshot,0.0
item4_Seeker's Armguard,0.0
item4_Seraph's Embrace,0.0
item4_Serpent's Fang,0.0
item4_Serrated Dirk,0.0
item4_Serylda's Grudge,0.0
item4_Shadowflame,0.0
item4_Shattered Armguard,0.0
item4_Sheen,0.0
item4_Shurelya's Battlesong,0.0
item4_Slightly Magical Footwear,0.0
item4_Sorcerer's Shoes,0.0
item4_Spear of Shojin,0.0
item4_Spectre's Cowl,0.0
item4_Spellslinger's Shoes,0.0
item4_Spirit Visage,0.0
item4_Staff of Flowing Water,0.0
item4_Statikk Shiv,0.0
item4_Steel Sigil,0.0
item4_Sterak's Gage,0.0
item4_Stormsurge,0.0
item4_Stridebreaker,0.0
item4_Sundered Sky,0.0
item4_Sunfire Aegis,0.0
item4_Swiftmarch,0.0
item4_Symbiotic Soles,0.0
item4_Synchronized Souls,0.0
item4_Tear of the Goddess,0.0
item4_Terminus,0.0
item4_The Brutalizer,0.0
item4_The Collector,0.0
item4_Thornmail,0.0
item4_Tiamat,0.0
item4_Total Biscuit of Everlasting Will,0.0
item4_Trailblazer,0.0
item4_Trinity Force,0.0
item4_Tunneler,0.0
item4_Umbral Glaive,0.0
item4_Unending Despair,0.0
item4_Vampiric Scepter,0.0
item4_Verdant Barrier,0.0
item4_Void Staff,0.0
item4_Voltaic Cyclosword,0.0
item4_Warden's Mail,0.0
item4_Warmog's Armor,0.0
item4_Winged Moonplate,0.0
item4_Wit's End,0.0
item4_Youmuu's Ghostblade,0.0
item4_Yun Tal Wildarrows,0.0
item4_Zeal,0.0
item4_Zeke's Convergence,0.0
item4_Zhonya's Hourglass,0.0
item5_0,0.0
item5_Abyssal Mask,0.0
item5_Aegis of the Legion,0.0
item5_Aether Wisp,0.0
item5_Amplifying Tome,0.0
item5_Ardent Censer,0.0
item5_Armored Advance,0.0
item5_Axiom Arc,0.0
item5_B. F. Sword,0.0
item5_Bami's Cinder,0.0
item5_Bandleglass Mirror,0.0
item5_Berserker's Greaves,0.0
item5_Black Cleaver,0.0
item5_Blade of The Ruined King,0.0
item5_Blasting Wand,0.0
item5_Blighting Jewel,0.0
item5_Bloodletter's Curse,0.0
item5_Bloodsong,0.0
item5_Bloodthirster,0.0
item5_Boots,0.0
item5_Boots of Swiftness,0.0
item5_Bramble Vest,0.0
item5_Caulfield's Warhammer,0.0
item5_Celestial Opposition,0.0
item5_Chain Vest,0.0
item5_Chainlaced Crushers,0.0
item5_Chempunk Chainsword,0.0
item5_Cloak of Agility,0.0
item5_Cloth Armor,0.0
item5_Control Ward,0.0
item5_Cosmic Drive,0.0
item5_Crimson Lucidity,0.0
item5_Crystalline Bracer,0.0
item5_Cull,0.0
item5_Dagger,0.0
item5_Dark Seal,0.0
item5_Dawncore,0.0
item5_Dead Man's Plate,0.0
item5_Death's Dance,0.0
item5_Doran's Blade,0.0
item5_Doran's Ring,0.0
item5_Doran's Shield,0.0
item5_Dream Maker,0.0
item5_Echoes of Helia,0.0
item5_Eclipse,0.0
item5_Edge of Night,0.0
item5_Elixir of Iron,0.0
item5_Essence Reaver,0.0
item5_Executioner's Calling,0.0
item5_Faerie Charm,0.0
item5_Fated Ashes,0.0
item5_Fiendish Codex,0.0
item5_Fimbulwinter,0.0
item5_Forbidden Idol,0.0
item5_Force of Nature,0.0
item5_Forever Forward,0.0
item5_Frozen Heart,0.0
item5_Giant's Belt,0.0
item5_Glacial Buckler,0.0
item5_Glowing Mote,0.0
item5_Guardian Angel,0.0
item5_Guinsoo's Rageblade,0.0
item5_Gunmetal Greaves,0.0
item5_Gustwalker Hatchling,0.0
item5_Haunting Guise,0.0
item5_Hearthbound Axe,0.0
item5_Heartsteel,0.0
item5_Hexdrinker,0.0
item5_Hextech Alternator,0.0
item5_Hextech Rocketbelt,0.0
item5_Hollow Radiance,0.0
item5_Horizon Focus,0.0
item5_Hubris,0.0
item5_Hullbreaker,0.0
item5_Iceborn Gauntlet,0.0
item5_Immortal Shieldbow,0.0
item5_Imperial Mandate,0.0
item5_Infinity Edge,0.0
item5_Ionian Boots of Lucidity,0.0
"item5_Jak'Sho, The Protean",0.0
item5_Kaenic Rookern,0.0
item5_Kindlegem,0.0
item5_Knight's Vow,0.0
item5_Kraken Slayer,0.0
item5_Last Whisper,0.0
item5_Liandry's Torment,0.0
item5_Lich Bane,0.0
item5_Locket of the Iron Solari,0.0
item5_Long Sword,0.0
item5_Lord Dominik's Regards,0.0
item5_Lost Chapter,0.0
item5_Luden's Companion,0.0
item5_Malignance,0.0
item5_Maw of Malmortius,0.0
item5_Mejai's Soulstealer,0.0
item5_Mercury's Treads,0.0
item5_Mikael's Blessing,0.0
item5_Moonstone Renewer,0.0
item5_Morellonomicon,0.0
item5_Mortal Reminder,0.0
item5_Mosstomper Seedling,0.0
item5_Muramana,0.0
item5_Nashor's Tooth,0.0
item5_Navori Flickerblade,0.0
item5_Needlessly Large Rod,0.0
item5_Negatron Cloak,0.0
item5_Noonquiver,0.0
item5_Null-Magic Mantle,0.0
item5_Oblivion Orb,0.0
item5_Opportunity,0.0
item5_Overlord's Bloodmail,0.0
item5_Phage,0.0
item5_Phantom Dancer,0.0
item5_Pickaxe,0.0
item5_Plated Steelcaps,0.0
item5_Profane Hydra,0.0
item5_Quicksilver Sash,0.0
item5_Rabadon's Deathcap,0.0
item5_Rapid Firecannon,0.0
item5_Ravenous Hydra,0.0
item5_Rectrix,0.0
item5_Recurve Bow,0.0
item5_Redemption,0.0
item5_Refillable Potion,0.0
item5_Rejuvenation Bead,0.0
item5_Riftmaker,0.0
item5_Rod of Ages,0.0
item5_Ruby Crystal,0.0
item5_Runaan's Hurricane,0.0
item5_Rylai's Crystal Scepter,0.0
item5_Sapphire Crystal,0.0
item5_Scorchclaw Pup,0.0
item5_Scout's Slingshot,0.0
item5_Seeker's Armguard,0.0
item5_Seraph's Embrace,0.0
item5_Serpent's Fang,0.0
item5_Serrated Dirk,0.0
item5_Serylda's Grudge,0.0
item5_Shadowflame,0.0
item5_Shattered Armguard,0.0
item5_Sheen,0.0
item5_Shurelya's Battlesong,0.0
item5_Slightly Magical Footwear,0.0
item5_Solstice Sleigh,0.0
item5_Sorcerer's Shoes,0.0
item5_Spear of Shojin,0.0
enemyMissingPings,0.0
item5_Spellslinger's Shoes,0.0
item5_Spirit Visage,0.0
item5_Staff of Flowing Water,0.0
item5_Statikk Shiv,0.0
item5_Steel Sigil,0.0
item5_Sterak's Gage,0.0
item5_Stormsurge,0.0
item5_Stridebreaker,0.0
item5_Sundered Sky,0.0
item5_Sunfire Aegis,0.0
item5_Swiftmarch,0.0
item5_Symbiotic Soles,0.0
item5_Synchronized Souls,0.0
item5_Tear of the Goddess,0.0
item5_Terminus,0.0
item5_The Brutalizer,0.0
item5_The Collector,0.0
item5_Thornmail,0.0
item5_Tiamat,0.0
item5_Titanic Hydra,0.0
item5_Trailblazer,0.0
item5_Trinity Force,0.0
item5_Tunneler,0.0
item5_Umbral Glaive,0.0
item5_Unending Despair,0.0
item5_Vampiric Scepter,0.0
item5_Verdant Barrier,0.0
item5_Void Staff,0.0
item5_Voltaic Cyclosword,0.0
item5_Warden's Mail,0.0
item5_Watchful Wardstone,0.0
item5_Winged Moonplate,0.0
item5_Wit's End,0.0
item5_World Atlas,0.0
item5_Youmuu's Ghostblade,0.0
item5_Your Cut,0.0
item5_Yun Tal Wildarrows,0.0
item5_Zaz'Zak's Realmspike,0.0
item5_Zeal,0.0
item5_Zeke's Convergence,0.0
item5_Zhonya's Hourglass,0.0
wardTypeBought_0,0.0
wardTypeBought_Eye of the Herald,0.0
wardTypeBought_Farsight Alteration,0.0
wardTypeBought_Oracle Lens,0.0
wardTypeBought_Scarecrow Effigy,0.0
wardTypeBought_Stealth Ward,0.0
red_champ5_Veigar,0.0
largestMultiKill,0.0
playerSide_Blue,0.0
playerSide_Red,0.0
blue_champ1_Aatrox,0.0
blue_champ1_Ahri,0.0
blue_champ1_Akali,0.0
blue_champ1_Akshan,0.0
red_champ5_Zyra,0.0
blue_champ1_Amumu,0.0
blue_champ1_Anivia,0.0
blue_champ1_Annie,0.0
blue_champ1_Ashe,0.0
kills,0.0
blue_champ1_Aurora,0.0
blue_champ1_Azir,0.0
blue_champ1_Bard,0.0
blue_champ1_Belveth,0.0
blue_champ1_Blitzcrank,0.0
blue_champ1_Briar,0.0
blue_champ1_Caitlyn,0.0
blue_champ1_Camille,0.0
blue_champ1_Cassiopeia,0.0
unrealKills,0.0
blue_champ1_Corki,0.0
blue_champ1_Darius,0.0
blue_champ1_Diana,0.0
blue_champ1_DrMundo,0.0
blue_champ1_Draven,0.0
blue_champ1_Ekko,0.0
blue_champ1_Elise,0.0
blue_champ1_Evelynn,0.0
blue_champ1_Ezreal,0.0
blue_champ1_FiddleSticks,0.0
blue_champ1_Fiora,0.0
blue_champ1_Fizz,0.0
red_champ5_Sona,0.0
blue_champ1_Gangplank,0.0
blue_champ1_Garen,0.0
blue_champ1_Gnar,0.0
blue_champ1_Gragas,0.0
blue_champ1_Graves,0.0
blue_champ1_Gwen,0.0
blue_champ1_Hecarim,0.0
blue_champ1_Heimerdinger,0.0
blue_champ1_Hwei,0.0
blue_champ1_Illaoi,0.0
blue_champ1_Irelia,0.0
blue_champ1_Ivern,0.0
blue_champ1_Janna,0.0
blue_champ1_JarvanIV,0.0
blue_champ1_Jax,0.0
blue_champ1_Jayce,0.0
blue_champ1_Jhin,0.0
blue_champ1_Jinx,0.0
blue_champ1_KSante,0.0
blue_champ1_Kaisa,0.0
blue_champ1_Kalista,0.0
blue_champ1_Karma,0.0
blue_champ1_Karthus,0.0
blue_champ1_Kassadin,0.0
blue_champ1_Katarina,0.0
blue_champ1_Kayle,0.0
blue_champ1_Kayn,0.0
blue_champ1_Kennen,0.0
blue_champ1_Kindred,0.0
blue_champ1_Kled,0.0
blue_champ1_KogMaw,0.0
blue_champ1_Leblanc,0.0
blue_champ1_LeeSin,0.0
blue_champ1_Lissandra,0.0
blue_champ1_Lulu,0.0
blue_champ1_Lux,0.0
blue_champ1_Malphite,0.0
blue_champ1_Malzahar,0.0
blue_champ1_Maokai,0.0
blue_champ1_MasterYi,0.0
blue_champ1_Mel,0.0
blue_champ1_MissFortune,0.0
blue_champ1_MonkeyKing,0.0
blue_champ1_Mordekaiser,0.0
blue_champ1_Morgana,0.0
blue_champ1_Naafiri,0.0
blue_champ1_Nasus,0.0
blue_champ1_Nautilus,0.0
blue_champ1_Neeko,0.0
blue_champ1_Nidalee,0.0
blue_champ1_Nocturne,0.0
red_champ5_Soraka,0.0
blue_champ1_Olaf,0.0
blue_champ1_Orianna,0.0
blue_champ1_Ornn,0.0
blue_champ1_Pantheon,0.0
blue_champ1_Poppy,0.0
blue_champ1_Qiyana,0.0
blue_champ1_Quinn,0.0
blue_champ1_RekSai,0.0
blue_champ1_Renata,0.0
blue_champ1_Renekton,0.0
blue_champ1_Rengar,0.0
blue_champ1_Riven,0.0
blue_champ1_Rumble,0.0
blue_champ1_Ryze,0.0
blue_champ1_Samira,0.0
blue_champ1_Sejuani,0.0
blue_champ1_Sett,0.0
blue_champ1_Shaco,0.0
blue_champ1_Shen,0.0
blue_champ1_Singed,0.0
blue_champ1_Sion,0.0
blue_champ1_Skarner,0.0
blue_champ1_Smolder,0.0
blue_champ1_Soraka,0.0
blue_champ1_Swain,0.0
blue_champ1_Sylas,0.0
red_champ5_Swain,0.0
blue_champ1_TahmKench,0.0
blue_champ1_Taliyah,0.0
